Id,name,category,description,lat,long,year,money_raised
52cdef7e4bab8bd67529a750,Logic Voice,messaging,Business Telecommunication Solution,40.6607436,-73.7709398,2008,$0
52cdef7e4bab8bd67529a759,FraudLabs,web,,27.445135,-82.485057,2005,$0
52cdef7e4bab8bd67529a75a,GeoDataSource,web,,27.445135,-82.485057,2006,$0
52cdef7e4bab8bd67529a75c,BrowserObject,software,,27.445135,-82.485057,2007,$0
52cdef7e4bab8bd67529a75b,Valuebound,ecommerce,,41.612901,-88.231265,2005,$0
52cdef7e4bab8bd67529a75b,Valuebound,ecommerce,,40.845317,-73.980468,2005,$0
52cdef7e4bab8bd67529a75b,Valuebound,ecommerce,,51.5025565,-3.1932605,2005,$0
52cdef7e4bab8bd67529a760,DanceShowoff,games_video,Dance sharing website,33.671428,-117.791423,2008,$0
52cdef7e4bab8bd67529a75f,Tengaged,games_video,Reality social and gaming network,41.4241228,2.1634249,2010,$15k
52cdef7e4bab8bd67529a767,Redriever,mobile,Mobile Marketing Solutions,60.167909,24.9639412,2008,$0
52cdef7e4bab8bd67529a767,Redriever,mobile,Mobile Marketing Solutions,43.4608103,-79.7441633,2008,$0
52cdef7e4bab8bd67529a769,op5,software,Develop network monitoring software,59.4064174,17.9348818,2003,kr21M
52cdef7e4bab8bd67529a766,Drync,mobile,Personal Product Ratings Organizer,42.376862,-71.14462,2008,$1.77M
52cdef7e4bab8bd67529a771,Agilence,enterprise,Retail Loss Prevention Software,39.9443552,-75.1257381,2006,$12.7M
52cdef7e4bab8bd67529a775,Bitam,software,,38.952289,-77.351006,2000,$0
52cdef7e4bab8bd67529a777,Quantance,semiconductor,semiconductors for mobile phones,37.536402,-122.325129,2006,$44.8M
52cdef7e4bab8bd67529a777,Quantance,semiconductor,semiconductors for mobile phones,45.530364,-122.841627,2006,$44.8M
52cdef7e4bab8bd67529a781,Give Real,web,,40.7250495,-73.9970912,2007,$0
52cdef7e4bab8bd67529a77f,GoGo Lingo,games_video,,34.052187,-118.243425,2008,$0
52cdef7e4bab8bd67529a77c,Fonality,enterprise,,33.9874429,-118.3846632,2003,$26.8M
52cdef7e4bab8bd67529a786,Voyij,web,Travel Search Engine,37.3183828,-122.0304277,2008,$0
52cdef7e4bab8bd67529a794,Utxtud8,mobile,Mobile Dating Service,33.6187,-117.9283,2008,$0
52cdef7e4bab8bd67529a796,StartupAgents,web,Tech Startup Talent Finder,37.775196,-122.419204,2007,$0
52cdef7e4bab8bd67529a79b,Atlantis Partners,public_relations,AV/IT contract labor provider,42.3505124,-71.0757952,2006,$0
52cdef7e4bab8bd67529a79b,Atlantis Partners,public_relations,AV/IT contract labor provider,37.334596,-121.89291,2006,$0
52cdef7e4bab8bd67529a79b,Atlantis Partners,public_relations,AV/IT contract labor provider,40.7543489,-73.9789451,2006,$0
52cdef7e4bab8bd67529a79b,Atlantis Partners,public_relations,AV/IT contract labor provider,33.670397,-117.862158,2006,$0
52cdef7e4bab8bd67529a79e,CoKinetic Systems Corp,software,,41.03083,-73.761171,2001,$0
52cdef7e4bab8bd67529a7a0,Know Your Venue,games_video,"Guide to venues; pro, theater, etc.",27.98141,-82.451141,2008,$0
52cdef7e4bab8bd67529a797,Coveroo,hardware,,37.770067,-122.407603,2008,$3.8M
52cdef7e4bab8bd67529a78c,Allegiance,software,The Power to Engage,40.554923,-111.9032625,2005,$38.3M
52cdef7e4bab8bd67529a79f,Enversa Companies,web,,32.917353,-96.775218,2005,$0
52cdef7e4bab8bd67529a79f,Enversa Companies,web,,40.750179,-73.976018,2005,$0
52cdef7e4bab8bd67529a7a8,iQ Content,web,,53.341915,-6.2614476,2002,$0
52cdef7e4bab8bd67529a7a3,HPC Systems Incorporated,hardware,,37.4701348,-121.9376966,2003,$0
52cdef7e4bab8bd67529a7a9,Coin Network,network_hosting,,37.443,-122.159291,2008,$0
52cdef7e4bab8bd67529a7a4,Clikthrough,software,Interactive Videos,37.7965781,-122.4022856,2007,$2M
52cdef7e4bab8bd67529a7ab,b2commerce,consulting,,43.6453189,11.1403364,2006,$0
52cdef7e4bab8bd67529a7a6,Qitera,search,,37.7581148,-122.4184108,2007,$0
52cdef7e4bab8bd67529a7a6,Qitera,search,,51.3130247,9.4842369,2007,$0
52cdef7e4bab8bd67529a7aa,Diverse Ventures,web,Restaurant Ratings Hub,42.1119336,-80.1261226,2008,$0
52cdef7e4bab8bd67529a7ad,Webzzle,web,,37.4417,-122.1417,2008,$0
52cdef7e4bab8bd67529a7ad,Webzzle,web,,43.1677247,0.4198481,2008,$0
52cdef7e4bab8bd67529a7af,Gawkk,games_video,,40.778635,-73.984438,2007,$0
52cdef7e4bab8bd67529a7b5,SMAF associates Law Firm,consulting,,45.4690539,9.1715993,2001,$0
52cdef7e4bab8bd67529a7b7,Mobizim,mobile,Parental Control for Mobile Phones,37.400489,-121.915037,2008,$0
52cdef7e4bab8bd67529a7c2,Orbis Biosciences,biotech,Biotech Sizing Solutions,39.0587186,-94.6084479,2008,$0
52cdef7e4bab8bd67529a7c3,Incogna,search,,45.4248371,-75.6946064,2007,$0
52cdef7e4bab8bd67529a7c4,Urbantastic!,public_relations,,49.2684335,-123.1722103,2008,$0
52cdef7e4bab8bd67529a7cd,ViaCube,software,,33.754487,-84.389663,2006,$0
52cdef7e4bab8bd67529a7d0,Commercial Partners,consulting,,37.792796,-122.401353,2006,$0
52cdef7e4bab8bd67529a7e5,Test of Time Design,other,,41.615468,-93.564954,2004,$0
52cdef7e4bab8bd67529a7e3,WiredReach,software,,30.328825,-97.741092,2002,$0
52cdef7e4bab8bd67529a7e8,Free Range Data,software,,41.2519014,-95.8126833,2005,$0
52cdef7e4bab8bd67529a7e6,MPLOYR,web,Job Search Site,49.263588,-123.138565,2008,$0
52cdef7e4bab8bd67529a7db,SolarWinds,software,Network Management Software,30.245535,-97.805621,1999,$218M
52cdef7e4bab8bd67529a7ea,3C Limited,web,,51.5026763,-0.104579,2007,$0
52cdef7e4bab8bd67529a7ef,LeadVine,enterprise,,40.7038704,-74.0138541,2007,$0
52cdef7e4bab8bd67529a7f5,Crammed Media,,,42.349973,-71.078829,2006,$0
52cdef7e4bab8bd67529a802,Ivoire Consultancy,consulting,,51.4348382,-2.5949734,2007,$0
52cdef7e4bab8bd67529a7fa,Xtreme Green Products,cleantech,electric powered motorcycles,36.241153,-115.118984,2007,$0
52cdef7e4bab8bd67529a7fb,PG Newsletter,software,,36.170206,-115.0479,2005,$0
52cdef7e4bab8bd67529a7f8,ReachForce,enterprise,,30.389042,-97.756264,2005,$14.5M
52cdef7e4bab8bd67529a7fc,Peperoni,mobile,,51.367484,7.483322,2001,$0
52cdef7e4bab8bd67529a805,Reachoo,software,,26.2480738,-80.135487,2010,$0
52cdef7e4bab8bd67529a807,3stepAdvertising,advertising,,40.448162,-86.915756,2006,$0
52cdef7e4bab8bd67529a804,The Lost Jacket,public_relations,"Marketing, Social Media, PR",42.35892,-71.05781,2008,$0
52cdef7e4bab8bd67529a806,Touchatag,ecommerce,Online ID Services/RFID,51.2139804,4.4238294,2008,$0
52cdef7e4bab8bd67529a809,Imobilien,public_relations,,-25.4343563,-49.2832886,2007,$0
52cdef7e4bab8bd67529a80b,Pixelactive,software,,33.136474,-117.274841,2003,$0
52cdef7e4bab8bd67529a80f,popdat,web,,40.727533,-74.230704,2008,$0
52cdef7e4bab8bd67529a812,Lambda Solutions,web,Moodle Services/Course Creation,49.2843936,-123.1092622,2002,$250k
52cdef7e4bab8bd67529a817,ZimpleMoney,software,Financial Services Platform,33.6396749,-117.9416077,2008,$600k
52cdef7e4bab8bd67529a81e,Professional Blog Service,web,,39.850348,-86.120971,2008,$0
52cdef7e4bab8bd67529a81b,Shutterstock,public_relations,Stock Photography Marketplace,40.7051551,-74.0115175,2003,$0
52cdef7e4bab8bd67529a827,Stax Networks,web,,47.620973,-122.347276,2008,$0
52cdef7e4bab8bd67529a82c,FilmSuggest,games_video,smart movie recommendations,37.81098,-122.265978,2008,$0
52cdef7e4bab8bd67529a82b,EcoVadis,cleantech,Sustainable Supply Management,48.8545738,2.3216223,2007,$1.4M
52cdef7e4bab8bd67529a818,Wealthfront,finance,Online Financial Advisor,37.4459832,-122.1490582,2008,$30.5M
52cdef7e4bab8bd67529a82a,Jaspersoft,software,open source business software,37.765388,-122.403111,2001,$43.5M
52cdef7e4bab8bd67529a83e,GIM Geomatics,other,,43.3492183,-4.0551649,2005,$0
52cdef7e4bab8bd67529a835,RideCharge,mobile,Mobile transportation solutions,38.814329,-77.038605,2007,$8.6M
52cdef7e4bab8bd67529a842,Asetek,hardware,,37.320796,-121.828041,2000,$34.9M
52cdef7e4bab8bd67529a849,ador - Australian Dining Out Reviews,web,,-37.818287,145.002929,2007,$0
52cdef7e4bab8bd67529a857,Krabi ja Mask,software,,58.3820245,26.7229199,2008,$0
52cdef7e4bab8bd67529a858,Smart Online,software,,35.8772527,-78.8392427,2005,$0
52cdef7e4bab8bd67529a848,FutureTap,software,Smart iPhone Apps,48.0387806,11.1974291,2008,$0
52cdef7e4bab8bd67529a85c,Influent,hardware,,37.699989,-77.452308,2005,$0
52cdef7e4bab8bd67529a84a,PushCall,advertising,,52.027964,4.3550666,2007,$150k
52cdef7e4bab8bd67529a861,QualSoft Services,software,,40.632734,-73.720916,2004,$0
52cdef7e4bab8bd67529a844,StockTwits,web,Real-Time Financial Idea Network,32.7161896,-117.168697,2008,$8.6M
52cdef7e4bab8bd67529a868,StreamGuys,network_hosting,,40.8419228,-124.0625123,2000,$0
52cdef7e4bab8bd67529a863,Green Apple Media,web,,53.3438298,-6.2689465,2007,$132M
52cdef7e4bab8bd67529a86b,Sagebit,enterprise,,39.7685402,-86.1610764,2005,$0
52cdef7e4bab8bd67529a86f,Paden Noble Consulting,software,Social Media IT Provider,40.742416,-74.182118,2006,$0
52cdef7e4bab8bd67529a86c,FlightStats,travel,Realtime and Historic Flight Data,45.519154,-122.675428,2001,$1.5M
52cdef7e4bab8bd67529a872,Indee,games_video,Film reaching far.,37.8053241,-122.4052761,2010,$0
52cdef7e4bab8bd67529a876,Proclivity Systems,software,,40.738954,-73.992,2006,$5.9M
52cdef7e4bab8bd67529a846,Busuu,social,Learning Languages Community,40.4225487,-3.6830316,2008,$4.7M
52cdef7e4bab8bd67529a846,Busuu,social,Learning Languages Community,51.5480857,0.6553168,2008,$4.7M
52cdef7e4bab8bd67529a87b,t5m,other,,51.5145168,-0.1426922,2007,$0
52cdef7e4bab8bd67529a879,CouponCabin,web,A leading online coupon resource,42.052004,-88.144397,2003,$54M
52cdef7e4bab8bd67529a87a,mPay Gateway,software,,44.98983,-93.2743,2004,$9.16M
52cdef7e4bab8bd67529a883,Radha Krishna Portal,other,Spiritual Portal and Store,28.5796419,77.1959816,2003,$0
52cdef7e4bab8bd67529a87d,AMP Consulting,consulting,,37.7898499,-122.4006831,2004,$0
52cdef7e4bab8bd67529a87d,AMP Consulting,consulting,,37.984049,-122.590844,2004,$0
52cdef7e4bab8bd67529a87d,AMP Consulting,consulting,,44.0417966,-123.0631598,2004,$0
52cdef7e4bab8bd67529a87d,AMP Consulting,consulting,,33.019314,-117.275637,2004,$0
52cdef7e4bab8bd67529a87d,AMP Consulting,consulting,,32.8443753,-96.9178346,2004,$0
52cdef7e4bab8bd67529a877,Envivio,software,provider of IP-based MPEG-4 video,37.665469,-122.38222,2000,$59M
52cdef7e4bab8bd67529a886,Vantos,enterprise,Enterprise Investigation,47.6018054,-122.3342382,2003,$17.6M
52cdef7e4bab8bd67529a885,Bright View Technologies,hardware,"microstructure-based, optical films",35.848054,-78.829934,2002,$26.5M
52cdef7e4bab8bd67529a889,Hanger Network In-Home Media,advertising,EcoHanger Delivery Programs ,40.769375,-73.982635,2005,$18M
52cdef7e4bab8bd67529a88e,Plusmo,mobile,mobile widget service,37.400367,-121.985711,2006,$4.41M
52cdef7e4bab8bd67529a887,WhiteHat Security,security,Web Security Company,37.40685,-121.98132,2001,$49.9M
52cdef7e4bab8bd67529a898,SupplierSelect,web,,51.5137321,-0.1427993,2005,$0
52cdef7e4bab8bd67529a899,Soul Oyster Web Studios,advertising,"SEO Internet Marketing, Web & Design",43.0756094,-70.7606358,2003,$0
52cdef7e4bab8bd67529a89c,tarifas24,public_relations,,40.4304536,-3.7105118,2008,$0
52cdef7e4bab8bd67529a890,EoPlex Technologies,hardware,,37.4852445,-122.182454,2001,$11.8M
52cdef7e4bab8bd67529a8a5,Why Hasn't He?,games_video,,40.7703479,-73.9914834,2008,$0
52cdef7e4bab8bd67529a8a2,TutorJam,other,,43.5058646,-80.5284226,2007,$0
52cdef7e4bab8bd67529a8a2,TutorJam,other,,35.9375612,-79.0251668,2007,$0
52cdef7e4bab8bd67529a8a8,Visuvi,search,Visual search engine,37.494561,-122.229097,2008,$0
52cdef7e4bab8bd67529a8a6,Zoosa,enterprise,Social Impact | Personalized,42.438517,-71.101263,2008,$0
52cdef7e4bab8bd67529a8b2,mydeco,web,Online homewares ecommerce site,51.518101,-0.468617,2007,£12.5M
52cdef7e4bab8bd67529a8af,ClickSquared,software,Cloud Marketing Software,42.3913892,-71.2709869,1999,$56.7M
52cdef7e4bab8bd67529a8be,Implied Solutions,software,Digital Signage and POS Software,47.6042663,-122.3328401,2008,$0
52cdef7e4bab8bd67529a8bc,MyOtherDrive,games_video,,39.7605421,-84.1949463,2005,$1M
52cdef7e4bab8bd67529a8b8,RGB Networks,games_video,network video processing solutions,37.4123706,-122.0216271,2003,$52M
52cdef7e4bab8bd67529a8ca,LoveAccess,other,,42.166398,-70.884948,2012,$0
52cdef7e4bab8bd67529a8c5,CtoJ,consulting,Software Migration,50.9471389,6.9410409,2008,$0
52cdef7e4bab8bd67529a8bd,Sysomos,software,Business Intelligence for Social Media,43.65508,-79.3979364,2007,$250k
52cdef7e4bab8bd67529a8d1,aBetterOffice,other,,38.0421,-84.4921985,2008,$0
52cdef7e4bab8bd67529a8cc,Elemental Technologies,enterprise,GPU-accelerated video processing,45.519179,-122.677001,2006,$27.6M
52cdef7e4bab8bd67529a8d0,Stratavia,software,Data Center Automation solutions,39.7462728,-104.9911572,2001,$10.7M
52cdef7e4bab8bd67529a8d9,beganto Incorporation,software,,37.4004675,-121.9851543,2003,$0
52cdef7e4bab8bd67529a8da,LawCrossing,web,Legal Jobs Careers Employment,34.1428388,-118.1323783,2003,$0
52cdef7e4bab8bd67529a8d4,Anystream,software,digital media production,39.035298,-77.430125,2000,$59M
52cdef7e4bab8bd67529a8d4,Anystream,software,digital media production,42.400416,-71.255286,2000,$59M
52cdef7e4bab8bd67529a8db,Did it Leak,games_video,,49.27964,-123.1204046,2007,$0
52cdef7e4bab8bd67529a8db,Did it Leak,games_video,,54.5972686,-5.9301088,2007,$0
52cdef7e4bab8bd67529a8db,Did it Leak,games_video,,-23.5489433,-46.6388182,2007,$0
52cdef7e4bab8bd67529a8dd,BCG Attorney Search,legal,Attorney Jobs,34.1428388,-118.1323783,2000,$0
52cdef7e4bab8bd67529a8e2,SageQuest,mobile,fleet management solutions,41.396813,-81.456144,2003,$7.72M
52cdef7e4bab8bd67529a8e5,EasyDate,other,,55.9485591,-3.2151393,2002,$0
52cdef7e4bab8bd67529a8ef,WattzOn,cleantech,Personal Energy Management Platform,37.404486,-122.112579,2008,$0
52cdef7e4bab8bd67529a8e1,Conviva,software,Video Stream Optimization,37.552806,-122.2916021,2006,$59M
52cdef7e4bab8bd67529a8f4,Provade,enterprise,Enterprise Vendor Management System,37.560155,-122.285588,2004,$15.2M
52cdef7e4bab8bd67529a8f6,Rainfall of Envelopes,web,,38.9105302,-77.1197521,2006,$0
52cdef7e4bab8bd67529a8f6,Rainfall of Envelopes,web,,-34.611781,-58.417309,2006,$0
52cdef7e4bab8bd67529a8fc,BeliefNetworks,software,,32.783932,-79.999591,2007,$1.4M
52cdef7e4bab8bd67529a8fc,BeliefNetworks,software,,40.746944,-73.983926,2007,$1.4M
52cdef7e4bab8bd67529a902,Userspots,consulting,,39.898894,32.774928,2008,$0
52cdef7e4bab8bd67529a903,Fotohoo,games_video,customize your public page,40.756054,-73.986951,2007,$0
52cdef7e4bab8bd67529a903,Fotohoo,games_video,customize your public page,41.387917,2.1699187,2007,$0
52cdef7e4bab8bd67529a905,MetaSpring,ecommerce,,42.2932626,-83.8897472,2000,$0
52cdef7e4bab8bd67529a909,TwoCell,consulting,,33.417022,-111.952501,2005,$0
52cdef7e4bab8bd67529a908,xzapps,software,iPhone app generator,37.7181398,-122.4863492,2008,$0
52cdef7e4bab8bd67529a90d,Twitter Grader,,,42.3736158,-71.1097335,2008,$0
52cdef7e4bab8bd67529a90c,Otay Mesa Data Center,enterprise,,32.5589698,-116.9573802,2004,$0
52cdef7e4bab8bd67529a90a,CookEatShare,network_hosting,,37.492963,-122.245522,2007,$0
52cdef7e4bab8bd67529a8ff,Stratogon Entertainment,software,,26.1026788,-80.2501145,2006,$0
52cdef7e4bab8bd67529a90f,NaturalPath Media,advertising,,37.787247,-122.399959,2006,$250k
52cdef7e4bab8bd67529a916,Mobitween,games_video,Publisher of Flash multiscreen content,48.8836859,2.181018,2004,$0
52cdef7e4bab8bd67529a919,Traffic Marketplace,,,33.902617,-118.38746,2003,$0
52cdef7e4bab8bd67529a923,Highwinds,software,,28.597741,-81.3593329,2002,$312M
52cdef7e4bab8bd67529a925,Quanterix,biotech,Healthcare analysis,42.3663257,-71.0917952,2007,$41.5M
52cdef7e4bab8bd67529a90e,Klout,social,Measures Online Influence,34.0497638,-118.2474287,2008,$40M
52cdef7e4bab8bd67529a945,Drum Channel,games_video,Music Entertainment Education ,34.210099,-119.12636,2007,$0
52cdef7e4bab8bd67529a949,JAZD Markets,advertising,Directory Marketing,42.6555302,-71.1455618,2008,$8M
52cdef7e4bab8bd67529a946,Safari Books Online,web,,38.410839,-122.8414834,2001,$0
52cdef7e4bab8bd67529a952,Vividity Consulting,consulting,,12.9619084,77.6299363,2005,$0
52cdef7e4bab8bd67529a953,Sonopia,mobile,Mobile community,37.477944,-122.151234,2005,$21.5M
52cdef7e4bab8bd67529a957,MixMyGranola,web,,25.841678,-80.191821,2008,$0
52cdef7e4bab8bd67529a95c,Green Spider Design,network_hosting,,30.5102,-97.7067,2007,$0
52cdef7e4bab8bd67529a955,3Leaf,software,server virtualization solutions,37.381034,-121.971487,2004,$65M
52cdef7e4bab8bd67529a951,Virident Systems,enterprise,server and architectural solutions,37.421692,-121.894156,2006,$130M
52cdef7e4bab8bd67529a954,Silver Spring Networks,network_hosting,Smart Grid Infrastructure,37.4858629,-122.2067269,2002,$284M
52cdef7e4bab8bd67529a965,Liquid Engines,software,Corporate Tax Software Provider,37.406217,-121.976473,2001,$5.5M
52cdef7e4bab8bd67529a963,Sonim Technologies,mobile,,37.553121,-122.301534,1999,$42.6M
52cdef7e4bab8bd67529a966,Sennari,software,,33.9782287,-118.4303427,1999,$17M
52cdef7e4bab8bd67529a966,Sennari,software,,33.9782287,-118.4303427,1999,$17M
52cdef7e4bab8bd67529a96e,InTouch Technologies,medical,,34.4334453,-119.861747,2002,$24.1M
52cdef7e4bab8bd67529a96b,WageWorks,consulting,,37.458501,-122.432846,2000,$20M
52cdef7e4bab8bd67529a97b,Remixin,games_video,,34.066118,-118.378606,2008,$0
52cdef7e4bab8bd67529a975,"ServusXchange, LLC",software,,26.2341552,-80.1540226,2005,$1.95M
52cdef7e4bab8bd67529a981,Generous Marketing,advertising,,29.7256556,-98.0815325,2007,$0
52cdef7e4bab8bd67529a97e,Packet Design,software,,37.3821368,-121.970505,2003,$2.8M
52cdef7e4bab8bd67529a98c,Kaplan Index,web,,37.775196,-122.419204,2008,$0
52cdef7e4bab8bd67529a989,Hannon Hill,,,33.84662,-84.3565171,2001,$0
52cdef7e4bab8bd67529a99d,ideegeo Group,search,Domain Registration & Consulting,-41.287413,174.773987,2008,$0
52cdef7e4bab8bd67529a99f,Advameg,web,,41.53718,-87.663751,2000,$0
52cdef7e4bab8bd67529a9a2,Salestrakr,enterprise,Customer Relationship Managment,34.066585,-84.233686,2008,$0
52cdef7e4bab8bd67529a9a1,Koffeeware,web,Online Photo Services,48.590757,7.7521091,2005,$0
52cdef7e4bab8bd67529a9ac,RealityWanted,games_video,,33.889965,-118.396254,2004,$0
52cdef7e4bab8bd67529a9ba,MyJil,web,,38.9370838,-77.5963271,2006,$0
52cdef7e4bab8bd67529a9bc,Minimum Noise,software,,55.6762944,12.5681157,2008,$0
52cdef7e4bab8bd67529a9bb,mTelematics,mobile,mobile M2M management,1.3523202,103.8422526,2008,$0
52cdef7e4bab8bd67529a9bd,Robbie Networks,web,,52.0920453,5.1163114,2006,$0
52cdef7e4bab8bd67529a9c0,Jobvue,games_video,,41.1208235,-81.6643523,2008,$0
52cdef7e4bab8bd67529a9c4,Juneau Biosciences,biotech,,40.718033,-111.81104,2007,$5.29M
52cdef7e4bab8bd67529a9a7,AutoClaims Direct,software,Software for the Insurance Claims sector,33.1032516,-117.2667494,2003,$0
52cdef7e4bab8bd67529a9a7,AutoClaims Direct,software,Software for the Insurance Claims sector,34.600895,-112.458454,2003,$0
52cdef7e4bab8bd67529a9a8,Better Place,cleantech,,37.3949615,-122.1425097,2007,$836M
52cdef7e4bab8bd67529a9c9,WildBlue,web,,39.6478,-104.9875,2004,$50M
52cdef7e4bab8bd67529a9d5,espor,software,,39.3926188,-104.8943767,2008,$0
52cdef7e4bab8bd67529a9da,Tsavo Agency,web,,34.0028373,-118.4844228,2008,$0
52cdef7e4bab8bd67529a9dd,2AdPro,web,,34.1580778,-118.6356318,2006,$0
52cdef7e4bab8bd67529a9dc,Affinity Express,advertising,,42.0814696,-88.3319032,2000,$0
52cdef7e4bab8bd67529a9df,Adeptia,software,,41.890421,-87.630765,2000,$0
52cdef7e4bab8bd67529a9e9,WizeHive,enterprise,,40.0716358,-75.3018405,2008,$1.08M
52cdef7e4bab8bd67529a9f0,Broken Knuckles Clothing,other,,34.0760614,-118.3729534,2006,$0
52cdef7e4bab8bd67529a9f1,NHA Media,consulting,,40.7382749,-73.9919538,2007,$0
52cdef7e4bab8bd67529a9f5,Dragonfly,web,multimedia content delivery,40.756054,-73.986951,2006,$3M
52cdef7e4bab8bd67529a9f7,Crossbeam Systems,security,Security Hardware,42.496515,-71.480233,2000,$24.5M
52cdef7e4bab8bd67529aa05,BookBump,web,,34.075162,-118.398632,2006,$0
52cdef7e4bab8bd67529aa11,Zapoint,consulting,Human Resource Management,42.3330615,-71.1187156,2006,$0
52cdef7e4bab8bd67529aa14,Clarus Systems,software,,37.5380187,-122.2533836,2001,$8.33M
52cdef7e4bab8bd67529aa1c,Seat Hound,search,Searches web for the cheapest ticket,33.8276052,-117.9073244,2008,$0
52cdef7e4bab8bd67529aa12,Clarabridge,enterprise,Intelligent Customer Experience (ICE),38.946532,-77.340436,2005,$84.3M
52cdef7e4bab8bd67529aa12,Clarabridge,enterprise,Intelligent Customer Experience (ICE),37.791402,-122.402844,2005,$84.3M
52cdef7e4bab8bd67529aa12,Clarabridge,enterprise,Intelligent Customer Experience (ICE),51.4918451,-0.2617681,2005,$84.3M
52cdef7e4bab8bd67529aa2e,FierceMarkets,advertising,B2B e-media,38.897576,-77.030633,2000,$0
52cdef7e4bab8bd67529aa31,Nalini Networks,software,,35.2675117,139.1870746,2007,$0
52cdef7e4bab8bd67529aa2c,C2G,web,,39.012377,-77.293817,2008,$0
52cdef7e4bab8bd67529aa27,Spring Mobile Solutions,mobile,Mobility solutions,47.6154389,-122.3479567,2001,$101M
52cdef7e4bab8bd67529aa27,Spring Mobile Solutions,mobile,Mobility solutions,-23.5965303,-46.6864531,2001,$101M
52cdef7e4bab8bd67529aa34,Contemporary Analysis,enterprise,Data Science,41.272195,-96.111348,2008,$15.8k
52cdef7e4bab8bd67529aa3b,MediaWheel,web,Social Network Addons,33.922157,-84.335965,2008,$0
52cdef7e4bab8bd67529aa41,RingCube Technologies,software,workspace virtualization,37.3915589,-122.0702643,2005,$26M
52cdef7e4bab8bd67529aa48,Do You Wanna Hook Up?,web,Dating Match Notification App,40.5889016,-73.9447994,2009,$0
52cdef7e4bab8bd67529aa3e,ONStor,network_hosting,NAS Storage Solutions,37.2690782,-121.9559995,2000,$65.8M
52cdef7e4bab8bd67529aa47,GymFu,web,iPhone Fitness Games,50.841938,-1.7884785,2009,$0
52cdef7e4bab8bd67529aa44,RJMetrics,software,,39.9443552,-75.1257381,2008,$7.45M
52cdef7e4bab8bd67529aa4c,Calyx,software,,45.802893,15.9716176,2007,$0
52cdef7e4bab8bd67529aa42,Meru Networks,mobile,wireless infrastructure solutions,37.400867,-122.033281,2002,$164M
52cdef7e4bab8bd67529aa50,Ravenflow,software,Application building software,37.838146,-122.299445,2000,$20.7M
52cdef7e4bab8bd67529aa6e,Apredica,biotech,,42.3678629,-71.1998364,2005,$0
52cdef7e4bab8bd67529aa7d,Wappalyzer,software,Software Distribution Tracking,52.3624655,5.2025569,2009,$0
52cdef7e4bab8bd67529aa7f,Mu Dynamics,network_hosting,Network testing,37.390233,-122.033741,2005,$24M
52cdef7e4bab8bd67529aa81,Multigig,semiconductor,semiconductor company ,35.966068,-115.118671,2003,$37.9M
52cdef7e4bab8bd67529aa84,Sensory Networks,web,software pattern matching,37.430025,-122.09998,2003,$17.4M
52cdef7e4bab8bd67529aa84,Sensory Networks,web,software pattern matching,-33.874864,151.219149,2003,$17.4M
52cdef7e4bab8bd67529aa8a,TriCipher,enterprise,User authentication software,37.238916,-121.973718,2000,$40.1M
52cdef7e4bab8bd67529aa8c,ID Analytics,web,risk and fraud management solutions,32.7154,-117.1565,2002,$35.2M
52cdef7e4bab8bd67529aa8b,Aperto Networks,mobile,WiMax Equipment Specialist,37.416183,-121.890252,1999,$158M
52cdef7e4bab8bd67529aa7c,CrowdFlower,enterprise,"Cloud-Labor, Microtasks",37.7652755,-122.4204782,2007,$13.2M
52cdef7e4bab8bd67529aa8e,Achronix Semiconductor,semiconductor,semiconductor company,37.328686,-121.89426,2004,$136M
52cdef7e4bab8bd67529aa96,ThanksBud,network_hosting,,34.7465,-92.2894,2007,$0
52cdef7e4bab8bd67529aa9c,SaveStub,other,,37.7008794,-121.8794209,2008,$0
52cdef7e4bab8bd67529aaa0,The Big Domain,web,,50.0482095,-5.2738154,2003,$0
52cdef7e4bab8bd67529aa94,Double Fusion,web,"round-game, and web-based solutions",37.7887135,-122.3927145,2004,$59M
52cdef7e4bab8bd67529aa91,Veracode,security,Application Security Testing,42.4837924,-71.1943142,2006,$74.3M
52cdef7e4bab8bd67529aaa2,Buzzcapture,search,,52.3542312,4.8745766,2006,$0
52cdef7e4bab8bd67529aaa6,Deal Linker,ecommerce,Bargain Hunting,30.2019822,-97.8781376,2008,$0
52cdef7e4bab8bd67529aaa4,5th Finger,mobile,Responsive Design Solutions Provider,37.7900992,-122.4021988,2008,$7M
52cdef7e4bab8bd67529aaab,Open Technology Group,consulting,,35.864045,-78.820816,2004,$0
52cdef7e4bab8bd67529aaa9,facelovefinder,web,Dating Service,25.5230058,-103.4174464,2009,$0
52cdef7e4bab8bd67529aaa3,Mantara,software,Integrated high-speed trading solutions.,40.726517,-74.032177,2003,$50.6M
52cdef7e4bab8bd67529aaad,Sharp Interactive,web,,41.11366,-81.847401,2007,$0
52cdef7e4bab8bd67529aab2,LeadPoint,enterprise,Lead Generation Service,34.054212,-118.464454,2004,$12.5M
52cdef7e4bab8bd67529aab2,LeadPoint,enterprise,Lead Generation Service,51.5177117,-0.1410218,2004,$12.5M
52cdef7e4bab8bd67529aac2,KRM Software,consulting,,54.9168025,-1.757054,2006,$0
52cdef7e4bab8bd67529aacd,Mobillcash,mobile,mobile payment solutions,37.7753,-122.4186,2003,$0
